BEST MATCH CPE MATCH , PRODUCT NAME WEIGHT , VERSION WEIGHT, LEAF DISTANCE , SUB LEAF DISTANCE,NMAP MATCH,BANNER, BANNER HASH,CPE HASH,SIM
cpe:/a:openbsd:openssh:3.8.1,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:3.8.1p1/%20cpe:/o:debian:debian_linux/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-openssh_3.8.1p1 debian-8.sarge.6
\x00\x00\x02\\x07\x14\xd9\xe0\x13f\xa5\x05\x9e\xbc\x82\x19\x94n\x13\x16\x9cy\x00\x00\x00=diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x87aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x87aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00	none,zlib\x00\x00\x00	none,zlib\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aK63Lk:aKp,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.52,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.52/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.52
\x00\x00\x01\xcc
\x14\x9e\xa6p|]q.)n>[\xb16\x9f\x97v\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1azlib,zlib@openssh.com,none\x00\x00\x00\x1azlib,zlib@openssh.com,none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00w\xad\xac	\x9e\x17\xcf70\x94",3:9:9,3:cH9Wo8X1Lxk:cdWxFC,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.51,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.51/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.51
\x00\x00\x01\\x04\x14y*\x96\xee\xcf \x0fox\xc8'\xaa\x03?6\xeb\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00f\xabz\x1e",3:9:9,3:cH9Wo8X3MLk:cdWxF,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.51,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.51/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.51
\x00\x00\x01\\x04\x14\x90\x81\xf1\xc4\x17\xa7\x87q\xbe\xd6\x94<\xc2\x92\xbfa\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xa0;bw",3:9:9,3:cH9Wo8X3MLk:cdWxF,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.46,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.46/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.46
\x00\x00\x00\xa4\x08\x14	\xbf\xb6\x10e\xab:z\xe3\xddc\x9f\x8fd:\x1c\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00\x083des-cbc\x00\x00\x00\x083des-cbc\x00\x00\x00\x12hmac-sha1,hmac-md5\x00\x00\x00\x12hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x98\xbfa\x03f\\x0b\xb0",3:9:9,3:cH9Wo8XbQLk:cdWx1,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.51,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.51/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.51
\x00\x00\x01\\x04\x14\xd0\x9ev\x13.\x89d\x1aa
\x86(\x98vd/\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01}_+",3:9:9,3:cH9Wo8X3MLk:cdWxF,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.52,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.52/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.52
\x00\x00\x01\xcc
\x14\xa7\xd2\xb8\xe2\x8e\x92\xc8\x8adu:}+\xe8\xa7\xc1\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1azlib,zlib@openssh.com,none\x00\x00\x00\x1azlib,zlib@openssh.com,none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00p'k\x93\xb5>\xf2p\x8d\x02",3:9:9,3:cH9Wo8X1Lxk:cdWxFC,0
cpe:/a:openbsd:openssh:4.3,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:4.3/," ssh-2.0-openssh_4.3
\x00\x00\x02\xbc\x07\x149g\xd81h\x00\x1a\xd3\xdco \x9f%\xa9\x9ey\x00\x00\x00ydiffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aK1kKk:aK1W,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.51,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.51/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.51
\x00\x00\x01\\x04\x14\x91v\xbd\xdexl\xb1\xb5\xbb\xe8?\x07aw@\xfe\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xea{'{",3:9:9,3:cH9Wo8X3MLk:cdWxF,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.50,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.50/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.50
\x00\x00\x00\xbc\x06\x14f\xc4f\x06\xdc\x8f_0y{\xc4]\xa4+\x041\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00\x083des-cbc\x00\x00\x00\x083des-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00a\x0b\xff\xcc\x07\xfe",3:9:9,3:cH9Wo8XRk:cdWxG,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.52,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.52/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.52
\x00\x00\x01\x94\x06\x14a[\xca\xeanf\xe7\x83\xf5s\xe3\xa9
o\x92\x90\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x004\xc6\xec=\xa7[",3:9:9,3:cH9Wo8X1Lxk:cdWxFC,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.51,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.51/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.51
\x00\x00\x01\\x04\x14\xbc\x15\xce\xf9\x8a'\x007\x8d\x8cs&#38;7\xad\x14w\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x16;\x01\xca",3:9:9,3:cH9Wo8X3MLk:cdWxF,0
cpe:/a:lincoln_d._stein:crypt_cbc:1.25,76.5883662459,1000,9999999,9999999,," ssh-1.99-cisco-1.25
\x00\x00\x01t\x05\x14\xae\xb8\xfbs\x9ct\x10\x8b\xb9\xb9\xe8\x9b\xecn\x8a\x90\x00\x00\x00ydiffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00)aes128-cbc,3des-cbc,aes192-cbc,aes256-cbc\x00\x00\x00)aes128-cbc,3des-cbc,aes192-cbc,aes256-cbc\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:cU:cU,3:bXXxxk:Q,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.52,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.52/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.52
\x00\x00\x01$\x04\x14-\xca\xf7\x91\x92tt\x0e\xc4\xc5\xa6%v1\xad\x81\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-dss\x00\x00\x00=aes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc\x00\x00\x00=aes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xd3`n\x8d",3:9:9,3:cH9Wo8X1Lxk:cdWxFC,0
cpe:/a:skalinks:exchange_script:1.5,76.5001608257,1000,9999999,9999999,cpe:/o:huawei:dopra_linux/," ssh-1.99-dopra-1.5
\x00\x00\x01<\x0b\x14>*\xcd\xf8c\xab\x87\xff%\xdd\xbd\x90&#38;r\x0b%\x00\x00\x00=diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00(aes128-cbc,blowfish-cbc,3des-cbc,des-cbc\x00\x00\x00(aes128-cbc,blowfish-cbc,3des-cbc,des-cbc\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:cU:cU,3:4P2A6WAIsKDKk:4P2JIsC,0
cpe:/a:openbsd:openssh:5.1:p1,95.9998917462,1000,9999999,170,cpe:/a:openbsd:openssh:5.1/," ssh-2.0-openssh_5.1
\x00\x00\x03\x0c
\x14z	%\xbb\x10d\xe5\xa4<v=\xf2\xd2\x0e!\x9e\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKL+:aKC,0
cpe:/a:openbsd:openssh:5.9:p1,95.9998917462,1000,9999999,3,cpe:/a:openbsd:openssh:5.9p1/%20cpe:/o:canonical:ubuntu_linux/%20cpe:/o:linux:linux_kernel/cpe:/a:openbsd:openssh:5.9p1/%20cpe:/o:debian:debian_linux/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-openssh_5.9p1 debian-5ubuntu1
\x00\x00\x03\xd4	\x14{2$\xe0\xdb@\x97\x8d\x1bi\x8c\x9ep\x17\x8e[\x00\x00\x00\xb7ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00#ssh-rsa,ssh-dss,ecdsa-sha2-nistp256\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\xa7hmac-md5,hmac-sha1,umac-64@openssh.com,hmac-sha2-256,hmac-sha2-256-96,hmac-sha2-512,hmac-sha2-512-96,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\xa7hmac-md5,hmac-sha1,umac-64@openssh.com,hmac-sha2-256,hmac-sha2-256-96,hmac-sha2-512,hmac-sha2-512-96,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKD+:aKa,0
cpe:/a:openbsd:openssh:2.9.9,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:2.3.0/cpe:/a:openbsd:openssh:2.3.0_mikrotik_v2.9/," ssh-1.99-openssh_2.3.0_mikrotik_v2.9
\x00\x00\x02$	\x14\xfd\xa1\x13\x8a\xd8\xf9\xb4(t\xa6\x90\xef8y\x0fb\x00\x00\x00=diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x07ssh-dss\x00\x00\x00\x963des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes128-cbc,aes192-cbc,aes256-cbc,rijndael128-cbc,rijndael192-cbc,rijndael256-cbc,rijndael-cbc@lysator.liu.se\x00\x00\x00\x963des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes128-cbc,aes192-cbc,aes256-cbc,rijndael128-cbc,rijndael192-cbc,rijndael256-cbc,rijndael-cbc@lysator.liu.se\x00\x00\x00-hmac-sha1,hmac-md5,hmac-ripemd160@openssh.com\x00\x00\x00-hmac-sha1,hmac-md5,hmac-ripemd160@openssh.com\x00\x00\x00	none,zlib\x00\x00\x00	none,zlib\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:cU:cU,3:aKDek:aKd,0
cpe:/a:openbsd:openssh:4.7,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:4.7/," ssh-2.0-openssh_4.7
\x00\x00\x03\x0c
\x14g\x8eh\xf0\x92\x03\xc9\xca4\xd7cl\xe5\\x0f\xc1\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKXPk:aKXM,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.46,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.46/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.46
\x00\x00\x00\xa4\x08\x14\xf8\x97\xf7\xbfb1}\xd0x\xeb\xe4\xb90o\xd1\xfa\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00\x083des-cbc\x00\x00\x00\x083des-cbc\x00\x00\x00\x12hmac-sha1,hmac-md5\x00\x00\x00\x12hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xde\xf6\xa7\x97\xc4\xb3\xa3\xb9",3:9:9,3:cH9Wo8XbQLk:cdWx1,0
cpe:/a:openbsd:openssh:5.3:p1,95.9998917462,1000,9999999,3,cpe:/a:openbsd:openssh:5.3p1/%20cpe:/o:canonical:ubuntu_linux/%20cpe:/o:linux:linux_kernel/cpe:/a:openbsd:openssh:5.3p1/%20cpe:/o:debian:debian_linux/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-openssh_5.3p1 debian-3ubuntu7
\x00\x00\x03\x0c
\x14\x80\xf1\x8f\x88\xdaf}\xf9\xdav\x86\x10\xe2\xf0\xfc1\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKJ+:aKw,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.52,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.52/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.52
\x00\x00\x01\xcc
\x14\xe9\x91\xe8\xd2p\xb3k\x82\x90@\xd37
\x95\xf9\xf0\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1azlib,zlib@openssh.com,none\x00\x00\x00\x1azlib,zlib@openssh.com,none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x0c\x14\xa4>^\xb4\x93\xb8*\x14",3:9:9,3:cH9Wo8X1Lxk:cdWxFC,0
cpe:/a:lincoln_d._stein:crypt_cbc:1.25,76.5883662459,1000,9999999,9999999,," ssh-1.99-cisco-1.25
\x00\x00\x01\x14\x04\x14\x80vm\x88\x0ceh\xb2m\x03\xdc]be\xf3\xce\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00)aes128-cbc,3des-cbc,aes192-cbc,aes256-cbc\x00\x00\x00)aes128-cbc,3des-cbc,aes192-cbc,aes256-cbc\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:cU:cU,3:bXXxxk:Q,0
